"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"8276","date","laugh",12,1,8,1,94,1.57,8,0.222222222222222,0,0,1,0.739,"",NA,NA,NA,"laugh",1,6.722,"8.427"
"8276","fee","chowder",3,0,4,1,17,1.429,35,0.972222222222222,1,0,0,0.622,"skip",0,NA,8.823,"waive",0,5.621,"7.148"
"8276","need","faucet",11,1,10,1,24,1.306,25,0.694444444444444,1,0,0,0.716,"skip",0,NA,4.774,"upset",0,4.282,"5.571"
"8276","find","clown",2,0,33,1,58,1.595,18,0.5,0,0,1,1.689,"",NA,NA,NA,"keep",0,8.579,"11.488"
"8276","process","joker",10,1,6,1,57,1.298,36,1,0,0,1,0.686,"",NA,NA,NA,"rock",0,9.474,"10.921"
"8276","bacon","feud",3,0,22,1,16,1.462,22,0.611111111111111,1,0,0,0.991,"skip",0,NA,6.513,"garden",0,5.153,"6.88"
"8276","bullet","walkway",11,1,3,1,56,1.412,27,0.75,0,0,1,0.838,"",NA,NA,NA,"swift",0,2.6,"4.026"
"8276","caring","skirt",1,0,2,1,56,13.237,14,0.388888888888889,1,0,0,0.818,"skirt",1,NA,7.074,"skirt",1,1.628,"2.894"
"8276","knock","otter",12,1,23,1,15,2.259,9,0.25,1,0,0,0.889,"wood",0,NA,4.563,"assist",0,9.886,"12.042"
"8276","chicken","beet",1,0,17,1,39,1.049,20,0.555555555555556,1,0,0,4.017,"beet",1,NA,13.84,"beef",0,4.082,"5.317"
"8276","grip","beach",12,1,13,1,15,3.755,4,0.111111111111111,1,0,0,0.942,"skirt",0,NA,4.779,"process",0,2.502,"4.001"
"8276","pea","bathtub",12,1,32,1,71,1.367,2,0.0555555555555556,0,0,1,4.404,"",NA,NA,NA,"salad",0,6.954,"8.452"
"8276","prison","loaf",3,0,29,1,15,3.335,5,0.138888888888889,1,0,0,0.968,"catch",0,NA,4.052,"escape",0,1.94,"3.634"
"8276","fan","feature",1,0,24,1,96,1.342,29,0.805555555555556,0,0,1,0.733,"",NA,NA,NA,"fiction",0,2.409,"7.448"
"8276","want","ascent",10,1,5,1,23,1.254,34,0.944444444444444,1,0,0,0.593,"ascent",1,NA,5.801,"need",0,1.448,"2.236"
"8276","climax","saucer",11,1,36,1,25,1.731,28,0.777777777777778,1,0,0,0.736,"rock",0,NA,5.238,"end",0,2.844,"4.43"
"8276","bleach","ruin",10,1,35,1,100,1.846,13,0.361111111111111,0,0,1,0.781,"",NA,NA,NA,"hide",0,6.607,"8.123"
"8276","calf","annoy",2,0,18,1,22,3.204,1,0.0277777777777778,1,0,0,-99,"beet",0,NA,4.481,"race",0,5.803,"6.854"
"8276","capital","figure",3,0,28,1,18,1.666,11,0.305555555555556,0,0,1,1.435,"",NA,NA,NA,"assist",0,2.109,"6.73"
"8276","biology","temper",2,0,12,1,56,1.392,23,0.638888888888889,0,0,1,0.855,"",NA,NA,NA,"specimen",0,6.922,"9.202"
"8276","anger","decay",1,0,30,1,56,1.396,32,0.888888888888889,0,0,1,0.934,"",NA,NA,NA,"fact",0,2.469,"3.518"
"8276","visit","glove",2,0,14,1,32,1.375,21,0.583333333333333,1,0,0,3.393,"skip",0,NA,10.498,"see",0,1.167,"2.022"
"8276","shrink","mafia",10,1,26,1,74,1.495,3,0.0833333333333333,0,0,1,1.17,"",NA,NA,NA,"prisioner",0,2.496,"4.828"
"8276","copy","bedroom",3,0,21,1,57,1.92,33,0.916666666666667,0,0,1,0.667,"",NA,NA,NA,"paste",0,2.244,"3.494"
"8276","link","crisis",12,1,1,1,90,1.231,19,0.527777777777778,0,0,1,0.838,"",NA,NA,NA,"web",0,5.222,"6.351"
"8276","remind","foam",2,0,9,1,30,6.828,15,0.416666666666667,1,0,0,1.187,"skip",0,NA,7.207,"tell",0,2.387,"3.554"
"8276","glue","force",11,1,16,1,95,1.785,24,0.666666666666667,0,0,1,0.717,"",NA,NA,NA,"force",1,11.974,"13.453"
"8276","replace","roach",11,1,7,1,23,1.445,26,0.722222222222222,1,0,0,0.737,"skip",0,NA,4.327,"again",0,10.268,"11.687"
"8276","pork","emperor",10,1,34,1,31,3.384,16,0.444444444444444,1,0,0,0.792,"beet",0,NA,2.838,"beef",0,0.979,"2.127"
"8276","smother","surgery",3,0,20,1,94,1.544,30,0.833333333333333,0,0,1,0.831,"",NA,NA,NA,"chicken",0,2.993,"4.663"
"8276","port","cinema",2,0,15,1,39,3.782,10,0.277777777777778,0,0,1,3.192,"",NA,NA,NA,"boat",0,2.365,"4.113"
"8377","grip","beach",12,1,6,1,37,2.537,3,0.0833333333333333,1,1,1,1.199,"beach",1,NA,5.983,"beach",1,7.257,"9.304"
"8377","chicken","beet",1,0,4,1,58,2.212,14,0.388888888888889,1,1,1,0.887,"beet",1,NA,3.892,"beets",0,1.285,"3.233"
"8377","capital","figure",3,0,24,1,30,3.595,4,0.111111111111111,1,1,1,2.072,"figure",1,NA,3.933,"figures",0,2.076,"4.812"
"8377","knock","otter",12,1,26,1,38,3.993,9,0.25,1,1,1,1.005,"skip",0,NA,10.027,"rock",0,2.056,"4.232"
"8377","prison","loaf",3,0,13,1,57,2.438,15,0.416666666666667,1,1,1,0.918,"loaf",1,NA,3.69,"loaf",1,1.552,"3.327"
"8377","rock","milk",10,1,33,1,35,2.098,27,0.75,0,1,0,0.98,"",NA,NA,NA,"glue",0,3.8,"5.445"
"8377","copy","bedroom",3,0,5,1,31,1.816,19,0.527777777777778,0,1,0,1.05,"",NA,NA,NA,"bedroom",1,4.089,"11.687"
"8377","want","ascent",10,1,12,1,31,1.863,16,0.444444444444444,0,1,0,1.284,"",NA,NA,NA,"ascent",1,1.762,"4.197"
"8377","fee","chowder",3,0,30,1,31,2.5,28,0.777777777777778,0,1,0,0.708,"",NA,NA,NA,"figures",0,2.855,"5.057"
"8377","plant","worm",1,0,2,1,64,2.469,36,1,1,1,1,1.542,"worm",1,NA,4.553,"worm",1,1.179,"2.913"
"8377","remind","foam",2,0,25,1,30,1.769,25,0.694444444444444,0,1,0,0.832,"",NA,NA,NA,"skip",0,1.867,"4.169"
"8377","bias","sirloin",1,0,16,1,39,2.15,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"sirloin",1,1.697,"5.071"
"8377","calf","annoy",2,0,31,1,34,1.977,32,0.888888888888889,0,1,0,0.998,"",NA,NA,NA,"skip",0,2.508,"4.417"
"8377","caring","skirt",1,0,8,1,34,1.907,10,0.277777777777778,0,1,0,1.419,"",NA,NA,NA,"skip",0,4.545,"8.781"
"8377","mill","feast",12,1,15,1,64,2.191,7,0.194444444444444,1,1,1,1.121,"feast",1,NA,3.499,"feast",1,2.132,"4.175"
"8377","need","faucet",11,1,20,1,39,2.451,11,0.305555555555556,0,1,0,0.935,"",NA,NA,NA,"skip",0,4.177,"5.99"
"8377","nerve","bumper",11,1,18,1,31,2.716,13,0.361111111111111,0,1,0,1.853,"",NA,NA,NA,"skip",0,2.186,"5.399"
"8377","bacon","feud",3,0,22,1,39,2.286,8,0.222222222222222,1,1,1,0.887,"feud",1,NA,7.011,"feud",1,1.559,"3.536"
"8377","date","laugh",12,1,7,1,64,3.513,18,0.5,1,1,1,0.841,"laugh",1,NA,4.506,"laugh",1,1.635,"3.551"
"8377","pork","emperor",10,1,10,1,64,4.177,5,0.138888888888889,1,1,1,0.932,"Emperor",0,NA,5.633,"Emperor",0,3.822,"6.538"
"8377","fan","feature",1,0,21,1,45,3.24,24,0.666666666666667,1,1,1,1.081,"feature",1,NA,6.322,"feature",1,2.14,"9.872"
"8377","pea","bathtub",12,1,29,1,62,2.781,22,0.611111111111111,1,1,1,0.996,"bathtub",1,NA,6.291,"bathtub",1,1.974,"4.307"
"8377","bullet","walkway",11,1,17,1,63,2.334,29,0.805555555555556,1,1,1,0.878,"walkway",1,NA,5.445,"walkway",1,3.34,"14.581"
"8377","biology","temper",2,0,9,1,65,3.816,2,0.0555555555555556,0,1,0,8.358,"",NA,NA,NA,"temper",1,12.163,"14.045"
"8377","replace","roach",11,1,3,1,30,2.219,30,0.833333333333333,0,1,0,0.987,"",NA,NA,NA,"restore",0,4.566,"6.375"
"8377","smother","surgery",3,0,32,1,61,2.401,26,0.722222222222222,1,1,1,0.754,"surgery",1,NA,5.001,"surgery",1,1.139,"3.147"
"8377","link","crisis",12,1,36,1,62,2.335,20,0.555555555555556,1,1,1,0.792,"crisis",1,NA,5.371,"crisis",1,5.331,"7.659"
"8377","visit","glove",2,0,19,1,20,2.081,6,0.166666666666667,0,1,0,1.369,"",NA,NA,NA,"skip",0,2.893,"4.589"
"8377","climax","saucer",11,1,11,1,36,2.609,35,0.972222222222222,0,1,0,1.121,"",NA,NA,NA,"skip",0,3.941,"6.023"
"8377","port","cinema",2,0,28,1,36,2.379,31,0.861111111111111,0,1,0,0.786,"",NA,NA,NA,"climax",0,3.29,"6.271"
"8377","anger","decay",1,0,35,1,61,3.702,21,0.583333333333333,1,1,1,0.847,"skip",0,NA,11.125,"skip",0,3.823,"6.279"
"8377","bleach","ruin",10,1,23,1,61,2.373,17,0.472222222222222,1,1,1,1.137,"ruin",1,NA,5.199,"ruin",1,1.378,"3.006"
"8377","glue","force",11,1,34,1,35,2.12,23,0.638888888888889,0,1,0,0.833,"",NA,NA,NA,"force",1,3.93,"5.624"
"8377","shrink","mafia",10,1,1,1,37,2.149,34,0.944444444444444,0,1,0,0.865,"",NA,NA,NA,"skip",0,2.669,"27.65"
"8377","process","joker",10,1,14,1,63,3.304,33,0.916666666666667,1,1,1,0.895,"joker",1,NA,5.003,"skip",0,12.8,"14.873"
"8377","find","clown",2,0,27,1,30,2.982,12,0.333333333333333,0,1,0,0.879,"",NA,NA,NA,"skip",0,2.109,"3.847"
"8423","fan","feature",1,0,30,1,10,5.645,8,0.222222222222222,0,1,0,0.823,"",NA,NA,NA,"skip",0,10.581,"14.053"
"8423","anger","decay",1,0,29,1,10,2.292,5,0.138888888888889,0,1,0,0.934,"",NA,NA,NA,"decay",1,8.862,"10.874"
"8423","bacon","feud",3,0,20,1,15,3.719,4,0.111111111111111,0,1,0,19.116,"",NA,NA,NA,"feud",1,8.373,"9.951"
"8423","mill","feast",12,1,25,1,60,3.06,34,0.944444444444444,1,1,1,0.841,"feast",1,NA,8.268,"feast",1,6.638,"8.124"
"8423","chicken","beet",1,0,36,1,10,3.188,19,0.527777777777778,1,1,1,1.37,"beet",1,NA,15.016,"skip",0,7.722,"9.122"
"8423","caring","skirt",1,0,15,1,10,2.841,15,0.416666666666667,0,1,0,1.268,"",NA,NA,NA,"skip",0,7.02,"8.382"
"8423","want","ascent",10,1,35,1,40,1.635,35,0.972222222222222,1,1,1,6.003,"ascent",1,NA,12.663,"ascent",1,9.466,"14.816"
"8423","pork","emperor",10,1,14,1,55,2.263,12,0.333333333333333,0,1,0,0.854,"",NA,NA,NA,"emperor",1,8.29,"10.781"
"8423","nerve","bumper",11,1,31,1,55,1.708,6,0.166666666666667,0,1,0,0.75,"",NA,NA,NA,"bumper",1,5.997,"7.976"
"8423","pea","bathtub",12,1,22,1,60,3.076,29,0.805555555555556,1,1,1,1.152,"bathtub",1,NA,10.353,"bathtub",1,5.412,"7.692"
"8423","replace","roach",11,1,21,1,60,5.113,23,0.638888888888889,1,1,1,0.985,"skip",0,NA,7.409,"roach",1,10.147,"12.214"
"8423","bleach","ruin",10,1,9,1,50,4.028,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"ruin",1,9.079,"10.518"
"8423","plant","worm",1,0,34,1,15,2.852,26,0.722222222222222,1,1,1,0.897,"skip",0,NA,7.114,"skip",0,8.254,"9.611"
"8423","climax","saucer",11,1,28,1,55,7.654,20,0.555555555555556,1,1,1,2.996,"saucer",1,NA,10.647,"saucer",1,9.012,"11.346"
"8423","prison","loaf",3,0,8,1,25,2.744,24,0.666666666666667,1,1,1,0.768,"loaf",1,NA,8.473,"skip",0,5.954,"7.316"
"8423","grip","beach",12,1,19,1,60,3.672,30,0.833333333333333,1,1,1,1.223,"beach",1,NA,11.267,"beach",1,6.126,"7.543"
"8423","smother","surgery",3,0,1,1,20,5.391,28,0.777777777777778,1,1,1,0.847,"surgery",1,NA,14.355,"skip",0,6.183,"7.404"
"8423","bullet","walkway",11,1,2,1,50,2.581,17,0.472222222222222,0,1,0,0.968,"",NA,NA,NA,"walkway",1,8.583,"10.733"
"8423","copy","bedroom",3,0,5,1,15,3.166,25,0.694444444444444,1,1,1,0.89,"skip",0,NA,19.521,"skip",0,4.536,"6.549"
"8423","remind","foam",2,0,24,1,16,3.689,18,0.5,0,1,0,0.708,"",NA,NA,NA,"skip",0,6.275,"7.782"
"8423","find","clown",2,0,7,1,25,3.815,3,0.0833333333333333,0,1,0,1.092,"",NA,NA,NA,"skip",0,4.732,"6.188"
"8423","calf","annoy",2,0,26,1,20,5.079,2,0.0555555555555556,0,1,0,10.984,"",NA,NA,NA,"skip",0,4.652,"5.915"
"8423","biology","temper",2,0,16,1,15,10.312,16,0.444444444444444,0,1,0,1.27,"",NA,NA,NA,"skip",0,12.081,"13.272"
"8423","bias","sirloin",1,0,33,1,10,3.652,22,0.611111111111111,1,1,1,1.07,"skip",0,NA,28.036,"skip",0,5.853,"7.503"
"8423","port","cinema",2,0,4,1,15,2.686,11,0.305555555555556,0,1,0,1.081,"",NA,NA,NA,"cinema",1,7.237,"9.356"
"8423","date","laugh",12,1,18,1,65,2.85,31,0.861111111111111,1,1,1,0.876,"laugh",1,NA,12.148,"laugh",1,5.729,"7.174"
"8423","shrink","mafia",10,1,32,1,50,5.069,32,0.888888888888889,1,1,1,0.845,"skip",0,NA,7.968,"mafia",1,6.079,"10.982"
"8423","link","crisis",12,1,10,1,60,1.886,13,0.361111111111111,0,1,0,0.929,"",NA,NA,NA,"crisis",1,5.752,"11.21"
"8423","capital","figure",3,0,13,1,25,3.418,9,0.25,0,1,0,0.964,"",NA,NA,NA,"figure",1,6.181,"8.412"
"8423","process","joker",10,1,12,1,55,2.8,7,0.194444444444444,0,1,0,0.97,"",NA,NA,NA,"joker",1,6.739,"8.089"
"8423","glue","force",11,1,11,1,55,3.095,36,1,1,1,1,0.911,"force",1,NA,16.747,"force",1,5.671,"7.199"
"8423","need","faucet",11,1,3,1,55,3.002,27,0.75,1,1,1,0.867,"faucet",1,NA,17.356,"skip",0,7.851,"9.548"
"8423","knock","otter",12,1,6,1,55,2.242,14,0.388888888888889,0,1,0,0.864,"",NA,NA,NA,"otter",1,5.708,"7.212"
"8423","rock","milk",10,1,23,1,45,3.087,10,0.277777777777778,0,1,0,0.986,"",NA,NA,NA,"milk",1,4.468,"5.584"
"8423","visit","glove",2,0,17,1,20,4.209,21,0.583333333333333,1,1,1,4.741,"skip",0,NA,9.93,"skip",0,4.027,"5.17"
"8423","fee","chowder",3,0,27,1,20,3.161,33,0.916666666666667,1,1,1,0.913,"skip",0,NA,6.343,"skip",0,4.573,"7.318"
"8581","remind","foam",2,0,4,1,11,2.379,34,0.944444444444444,0,1,0,0.566,"",NA,NA,NA,"thing",0,11.726,"12.892"
"8581","capital","figure",3,0,8,1,46,3.303,23,0.638888888888889,0,1,0,0.667,"",NA,NA,NA,"glove",0,5.261,"6.333"
"8581","mill","feast",12,1,25,1,56,2.971,19,0.527777777777778,1,1,1,0.645,"rock",0,NA,9.366,"enjoy",0,8.596,"10.287"
"8581","chicken","beet",1,0,23,1,64,2.772,10,0.277777777777778,1,1,1,0.609,"bite",0,NA,28.563,"little",0,7.519,"8.495"
"8581","pea","bathtub",12,1,17,1,63,3.04,17,0.472222222222222,1,1,1,0.615,"bathtub",1,NA,5.072,"bathtub",1,1.487,"2.639"
"8581","caring","skirt",1,0,30,1,11,2.621,11,0.305555555555556,0,1,0,0.741,"",NA,NA,NA,"hope",0,2.686,"3.648"
"8581","calf","annoy",2,0,35,1,26,2.242,25,0.694444444444444,0,1,0,0.823,"",NA,NA,NA,"annoy",1,1.773,"2.702"
"8581","want","ascent",10,1,6,1,17,5.964,12,0.333333333333333,0,1,0,0.861,"",NA,NA,NA,"need",0,1.634,"2.335"
"8581","glue","force",11,1,27,1,57,1.453,29,0.805555555555556,1,1,1,0.543,"grip",0,NA,5.243,"find",0,7.055,"7.983"
"8581","nerve","bumper",11,1,33,1,29,5.448,4,0.111111111111111,1,1,1,1.274,"grip",0,NA,11.663,"damage",0,2.675,"4.415"
"8581","smother","surgery",3,0,10,1,60,1.745,28,0.777777777777778,1,1,1,0.896,"surgery",1,NA,6.597,"surgery",1,1.807,"4.352"
"8581","bias","sirloin",1,0,26,1,19,1.91,15,0.416666666666667,0,1,0,0.721,"",NA,NA,NA,"tool",0,1.998,"2.943"
"8581","link","crisis",12,1,32,1,23,2.441,21,0.583333333333333,0,1,0,0.762,"",NA,NA,NA,"alias",0,1.635,"4.351"
"8581","knock","otter",12,1,14,1,71,2.064,6,0.166666666666667,1,1,1,0.848,"otter",1,NA,7.094,"otter",1,2.222,"3.198"
"8581","fan","feature",1,0,18,1,15,1.612,30,0.833333333333333,0,1,0,0.521,"",NA,NA,NA,"free",0,1.982,"3.006"
"8581","grip","beach",12,1,21,1,40,2.695,13,0.361111111111111,1,1,1,0.971,"climax",0,NA,9.038,"gate",0,2.114,"2.799"
"8581","pork","emperor",10,1,12,1,65,6.813,18,0.5,1,1,1,0.642,"emperor",1,NA,5.676,"emperor",1,1.806,"4.223"
"8581","copy","bedroom",3,0,36,1,16,1.861,32,0.888888888888889,0,1,0,0.617,"",NA,NA,NA,"machine",0,1.87,"2.783"
"8581","visit","glove",2,0,16,1,15,3.24,9,0.25,0,1,0,0.609,"",NA,NA,NA,"there",0,3.698,"4.975"
"8581","bleach","ruin",10,1,3,1,62,3.569,36,1,0,1,0,0.691,"",NA,NA,NA,"ruin",1,7.039,"7.887"
"8581","process","joker",10,1,15,1,40,2.206,2,0.0555555555555556,1,1,1,7.697,"cinema",0,NA,7.713,"export",0,2.115,"3.167"
"8581","fee","chowder",3,0,20,1,11,5.336,16,0.444444444444444,0,1,0,0.688,"",NA,NA,NA,"trial",0,3.535,"5.553"
"8581","need","faucet",11,1,2,1,16,2.405,7,0.194444444444444,0,1,0,0.563,"",NA,NA,NA,"welcome",0,1.949,"3.037"
"8581","replace","roach",11,1,7,1,27,2.132,24,0.666666666666667,0,1,0,8.682,"",NA,NA,NA,"exchange",0,2.308,"3.807"
"8581","rock","milk",10,1,11,1,74,2.084,5,0.138888888888889,1,1,1,1.334,"milk",1,NA,4.159,"milk",1,1.135,"2.271"
"8581","date","laugh",12,1,24,1,73,4.194,14,0.388888888888889,1,1,1,0.671,"laugh",1,NA,4.386,"laugh",1,1.967,"3.055"
"8581","find","clown",2,0,5,1,37,1.231,8,0.222222222222222,1,1,1,0.593,"climax",0,NA,11.169,"keep",0,1.439,"2.303"
"8581","prison","loaf",3,0,19,1,42,1.479,20,0.555555555555556,1,1,1,0.687,"loaf",1,NA,5.68,"loaf",1,1.331,"2.175"
"8581","plant","worm",1,0,34,1,74,2.731,35,0.972222222222222,1,1,1,0.615,"worm",1,NA,3.63,"suit",0,1.632,"17.919"
"8581","bacon","feud",3,0,28,1,59,1.942,33,0.916666666666667,1,1,1,0.57,"feud",1,NA,2.957,"emperor",0,8.034,"10.206"
"8581","biology","temper",2,0,29,1,37,1.465,26,0.722222222222222,1,1,1,0.568,"anger",0,NA,6.3,"trust",0,2.385,"4.687"
"8581","port","cinema",2,0,13,1,16,2.241,27,0.75,0,1,0,0.639,"",NA,NA,NA,"water",0,2.126,"2.926"
"8581","anger","decay",1,0,9,1,41,3.466,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"free",0,1.87,"2.832"
"8581","shrink","mafia",10,1,22,1,19,1.616,3,0.0833333333333333,0,1,0,0.786,"",NA,NA,NA,"help",0,2.238,"2.942"
"8581","climax","saucer",11,1,31,1,6,1.838,31,0.861111111111111,0,1,0,0.866,"",NA,NA,NA,"ruin",0,1.679,"2.431"
"8581","bullet","walkway",11,1,1,1,68,2.484,22,0.611111111111111,1,1,1,0.614,"walkway",1,NA,5.452,"walkway",1,1.215,"4.337"
"8651","port","cinema",2,0,2,1,24,1.114,28,0.777777777777778,1,1,1,0.484,"paper",0,NA,4.945,"smith",0,2.92,"4.105"
"8651","mill","feast",12,1,19,1,67,1.632,6,0.166666666666667,1,1,1,0.95,"farm",0,NA,2.148,"saw",0,1.714,"3.002"
"8651","remind","foam",2,0,1,1,28,0.978,22,0.611111111111111,0,1,0,0.887,"",NA,NA,NA,"rough",0,2.273,"2.908"
"8651","fee","chowder",3,0,7,1,30,1.735,32,0.888888888888889,1,1,1,0.561,"fan",0,NA,2.701,"fare",0,2.414,"3.256"
"8651","pea","bathtub",12,1,31,1,26,1.842,20,0.555555555555556,0,1,0,0.578,"",NA,NA,NA,"polish",0,1.488,"2.517"
"8651","pork","emperor",10,1,30,1,26,1.026,36,1,0,1,0,1.48,"",NA,NA,NA,"pump",0,6.369,"7.084"
"8651","rock","milk",10,1,13,1,74,1.546,5,0.138888888888889,1,1,1,1.044,"milk",1,NA,4.715,"milk",1,1.696,"2.761"
"8651","process","joker",10,1,23,1,26,1.607,35,0.972222222222222,0,1,0,3.726,"",NA,NA,NA,"paper",0,1.591,"2.169"
"8651","bias","sirloin",1,0,4,1,24,1.08,33,0.916666666666667,1,1,1,0.445,"port",0,NA,2.723,"bear",0,2.656,"3.397"
"8651","link","crisis",12,1,36,1,20,3.184,1,0.0277777777777778,1,1,1,-99,"laughter",0,NA,2.491,"fare",0,1.302,"2.002"
"8651","find","clown",2,0,33,1,26,0.979,24,0.666666666666667,1,1,1,0.56,"feature",0,NA,1.995,"fourth",0,1.801,"2.677"
"8651","need","faucet",11,1,10,1,30,1.059,23,0.638888888888889,0,1,0,0.679,"",NA,NA,NA,"not",0,1.668,"2.115"
"8651","caring","skirt",1,0,26,1,25,1.064,30,0.833333333333333,0,1,0,0.462,"",NA,NA,NA,"sympathy",0,2.505,"4.024"
"8651","shrink","mafia",10,1,20,1,25,1.814,17,0.472222222222222,0,1,0,0.879,"",NA,NA,NA,"fare",0,3.675,"4.32"
"8651","want","ascent",10,1,5,1,34,1.277,12,0.333333333333333,0,1,0,6.331,"",NA,NA,NA,"need",0,2.899,"3.944"
"8651","bleach","ruin",10,1,22,1,31,1.151,9,0.25,0,1,0,0.793,"",NA,NA,NA,"water",0,2.002,"2.7"
"8651","visit","glove",2,0,29,1,31,1.848,11,0.305555555555556,0,1,0,0.71,"",NA,NA,NA,"vile",0,3.427,"4.178"
"8651","capital","figure",3,0,18,1,28,1.087,27,0.75,1,1,1,0.929,"captain",0,NA,4.022,"punishment",0,3.621,"5.901"
"8651","bullet","walkway",11,1,11,1,18,2.151,2,0.0555555555555556,1,1,1,5.64,"band",0,NA,3.359,"buffet",0,97.126,"98.829"
"8651","calf","annoy",2,0,32,1,34,1.415,14,0.388888888888889,1,1,1,0.832,"carry",0,NA,2.442,"cry",0,2.066,"2.751"
"8651","glue","force",11,1,3,1,27,2.039,25,0.694444444444444,0,1,0,0.523,"",NA,NA,NA,"smith",0,1.78,"2.414"
"8651","grip","beach",12,1,6,1,24,1.433,3,0.0833333333333333,1,1,1,0.717,"paper",0,NA,2.332,"gripe",0,2.533,"3.319"
"8651","knock","otter",12,1,9,1,22,0.99,26,0.722222222222222,0,1,0,0.562,"",NA,NA,NA,"wood",0,1.36,"2.024"
"8651","chicken","beet",1,0,16,1,32,1.275,19,0.527777777777778,1,1,1,0.654,"beet",1,NA,2.154,"porter",0,3.802,"5.476"
"8651","date","laugh",12,1,12,1,29,0.947,31,0.861111111111111,0,1,0,0.546,"",NA,NA,NA,"dance ",0,2.019,"3.264"
"8651","anger","decay",1,0,8,1,32,1.268,18,0.5,1,1,1,0.905,"discard",0,NA,3.184,"yell",0,3.09,"3.779"
"8651","biology","temper",2,0,14,1,29,1.102,21,0.583333333333333,0,1,0,0.663,"",NA,NA,NA,"learn",0,1.713,"2.326"
"8651","copy","bedroom",3,0,25,1,34,1.56,13,0.361111111111111,1,1,1,0.779,"paper",0,NA,1.922,"song",0,2.975,"3.438"
"8651","replace","roach",11,1,27,1,32,1.684,29,0.805555555555556,0,1,0,0.584,"",NA,NA,NA,"refer",0,1.49,"2.211"
"8651","bacon","feud",3,0,21,1,31,1.025,10,0.277777777777778,0,1,0,0.633,"",NA,NA,NA,"pig",0,1.595,"3.684"
"8651","plant","worm",1,0,34,1,24,1.181,4,0.111111111111111,1,1,1,1.036,"paper",0,NA,2.283,"pure",0,3.222,"4.206"
"8651","climax","saucer",11,1,35,1,27,1.212,15,0.416666666666667,1,1,1,0.701,"end",0,NA,2.155,"pure",0,1.715,"2.439"
"8651","smother","surgery",3,0,17,1,35,1.128,16,0.444444444444444,1,1,1,0.924,"pea",0,NA,3.477,"smooth",0,13.945,"14.798"
"8651","fan","feature",1,0,28,1,29,1.816,34,0.944444444444444,0,1,0,0.539,"",NA,NA,NA,"fever",0,1.473,"2.268"
"8651","prison","loaf",3,0,24,1,28,1.237,7,0.194444444444444,0,1,0,1.501,"",NA,NA,NA,"person",0,2.277,"3.112"
"8651","nerve","bumper",11,1,15,1,71,1.181,8,0.222222222222222,1,1,1,0.803,"newspaper",0,NA,3.773,"now",0,1.51,"2.077"
"8721","mill","feast",12,1,1,1,12,2.258,26,0.722222222222222,0,1,0,0.851,"",NA,NA,NA,"feast",1,8.564,"10.468"
"8721","shrink","mafia",10,1,25,1,6,2.045,30,0.833333333333333,0,1,0,0.798,"",NA,NA,NA,"ascend",0,92.727,"94.754"
"8721","replace","roach",11,1,26,1,85,2.158,28,0.777777777777778,1,1,1,0.896,"roach",1,NA,3.572,"roach",1,5.434,"6.737"
"8721","fee","chowder",3,0,15,1,16,3.527,5,0.138888888888889,0,1,0,0.942,"",NA,NA,NA,"increase",0,121.42,"124.753"
"8721","link","crisis",12,1,11,1,15,7.025,21,0.583333333333333,0,1,0,1.02,"",NA,NA,NA,"shirt",0,69.8,"71.97"
"8721","remind","foam",2,0,3,1,82,2.85,24,0.666666666666667,1,1,1,3.986,"foam",1,NA,5.249,"foam",1,2.21,"3.824"
"8721","pea","bathtub",12,1,7,1,81,5.265,6,0.166666666666667,1,1,1,1.116,"bathtub",1,NA,4.962,"bathtub",1,1.284,"4.521"
"8721","pork","emperor",10,1,30,1,83,7.314,7,0.194444444444444,1,1,1,2.077,"emperor",1,NA,4.908,"emperor",1,2.048,"3.871"
"8721","capital","figure",3,0,12,1,61,2.326,11,0.305555555555556,0,1,0,0.998,"",NA,NA,NA,"figure",1,1.371,"3.148"
"8721","need","faucet",11,1,4,1,22,3.482,35,0.972222222222222,0,1,0,0.938,"",NA,NA,NA,"faucet",1,11.845,"13.564"
"8721","climax","saucer",11,1,5,1,82,3.149,23,0.638888888888889,1,1,1,0.972,"saucer",1,NA,4.197,"saucer",1,2.467,"3.911"
"8721","copy","bedroom",3,0,17,1,81,2.383,18,0.5,1,1,1,3.391,"bedroom",1,NA,8.481,"bedroom",1,1.319,"2.991"
"8721","bleach","ruin",10,1,35,1,89,3.777,4,0.111111111111111,0,1,0,7.283,"",NA,NA,NA,"ruin",1,1.611,"2.878"
"8721","plant","worm",1,0,16,1,86,1.799,34,0.944444444444444,1,1,1,0.968,"worm",1,NA,3.51,"worm",1,1.64,"2.901"
"8721","date","laugh",12,1,24,1,100,3.11,15,0.416666666666667,1,1,1,1.023,"laugh",1,NA,3.066,"laugh",1,1.12,"2.487"
"8721","calf","annoy",2,0,31,1,3,4.759,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"annoy",1,3.194,"4.796"
